Date,Period,rgdp,ngdp,rgdp_pch,ngdp_pch,rgdp_capita,cpi,hicp,cons_aggr,cons_gth,cons_gth_pc,OB_GDP,Pub_D,Int_Exp,avg_maturity,Int_3M,Int_1y,Int_5y,Int_10y,cds_5y,fitch_LC,fitch_FC,SP_LC,SP_FC,Moody_LC,Moody_FC,cpi_FE_WEO,rgdp_FE_WEO,ngdp_FE_WEO,Int_Exp_2,rfr
01/01/1960,1960q1,3123.162,543.3,2.2276819382,2.6450028339,17380,29.397,,102.3,,568.3996466254,0.2496318115,54.2910125142,3.1106202835,4.901369863,,,,,,,,,,,Aaa,,,,2.5274725275,3.93
04/01/1960,1960q2,3111.31,542.7,-0.3794871992,-0.1104362231,17253,29.573,,104.1,1.7595307918,578.4008134282,1.0302137067,54.2910125142,3.1324857196,4.901369863,,,,,,,,,,,Aaa,,,,2.5318795047,3.7
07/01/1960,1960q3,3119.057,546,0.2489947964,0.6080707573,17223,29.59,,104.7,0.5763688761,581.7345356958,0.0285714286,54.2910125142,3.0769230769,4.901369863,,,,,,,,,,,Aaa,,,,2.509617146,2.94
10/01/1960,1960q4,3081.3,541.1,-1.2105261302,-0.8974358974,16938,29.78,,105.6,0.8595988539,586.7351190972,-0.4981522542,54.2910125142,3.0863056736,4.901369863,,,,,,,,,,,Aaa,,,,2.4578399713,2.3
01/01/1961,1961q1,3102.251,545.9,0.6799402849,0.8870818703,16986,29.84,,105.6,0,577.0744076244,-1.0937728938,52.9541689573,3.0591683459,4.901369863,,,,,,,,,,,Aaa,,,,2.4639211545,2
04/01/1961,1961q2,3159.918,557.4,1.8588760226,2.1066129328,17236,29.83,,107.3,1.6098484848,586.364431232,-1.4268292683,52.9541689573,3.0498744169,4.901369863,,,,,,,,,,,Aaa,,,,2.4415405777,1.73
07/01/1961,1961q3,3212.606,568.2,1.6673850397,1.9375672766,17450,29.947,,108.4,1.0251630941,592.3756229781,-0.9690358902,52.9541689573,3.0623020063,4.901369863,,,,,,,,,,,Aaa,,,,2.436155914,1.68
10/01/1961,1961q4,3277.717,581.6,2.0267346821,2.3583245336,17728,29.99,,110.7,2.1217712177,604.9444784471,-1.0687757909,52.9541689573,3.0261348006,4.901369863,,,,,,,,,,,Aaa,,,,2.4892134086,2.4
01/01/1962,1962q1,3336.753,595.2,1.8011317023,2.3383768913,17983,30.107,,112.8,1.8970189702,607.1991860947,-1.5463709677,50.8441261722,3.0241935484,4.901369863,,3.2,3.84,4.02,,,,,,,Aaa,,,,2.5098425197,2.46
04/01/1962,1962q2,3372.706,602.6,1.0774846085,1.2432795699,18113,30.22,,114.6,1.5957446809,616.888534809,-0.9820836098,50.8441261722,3.0534351145,4.901369863,,3.01,3.63,3.88,,,,,,,Aaa,,,,2.5444462567,2.61
07/01/1962,1962q3,3404.833,609.6,0.9525585687,1.161632924,18215,30.307,,116.1,1.3089005236,624.9629920709,-0.6450131234,50.8441261722,3.1003937008,4.901369863,,3.19,3.74,3.99,,,,,,,Aaa,,,,2.5373374016,2.85
10/01/1962,1962q4,3418.046,613.1,0.3880660226,0.5741469816,18212,30.38,,118,1.6365202412,635.190637936,-1.6073059361,50.8441261722,3.1153156092,4.901369863,,2.99,3.6,3.9,,,,,,,Aaa,,,,2.5482747705,2.92
01/01/1963,1963q1,3456.08,622.7,1.1127410222,1.5658130811,18354,30.477,,119,0.8474576271,631.3566740767,-0.9768786127,49.4358493616,3.1154649109,4.901369863,,3.03,3.64,3.89,,,,,,,Aaa,,,,2.5426356589,2.97
04/01/1963,1963q2,3501.134,631.8,1.303615657,1.4613778706,18534,30.533,,120,0.8403361345,636.6621923463,-1.1607594937,49.4358493616,3.1339031339,4.901369863,,3.14,3.75,3.96,,,,,,,Aaa,,,,2.5656689065,2.96
07/01/1963,1963q3,3569.479,645,1.9520818112,2.0892687559,18823,30.72,,122.7,2.25,650.9870916741,-0.8766274024,49.4358493616,3.1472868217,4.901369863,,3.53,3.91,4.03,,,,,,,Aaa,,,,2.5480554314,3.33
10/01/1963,1963q4,3594.954,654.8,0.7136895889,1.519379845,18885,30.803,,124.3,1.30399348,659.4759209053,-1.1643249847,49.4358493616,3.1765424557,4.901369863,,3.73,4.01,4.12,,,,,,,Aaa,,,,2.5411280846,3.45
01/01/1964,1964q1,3672.708,671.1,2.162864949,2.4893097129,19233,30.93,,126.9,2.0917135961,663.9077958157,-0.7532777116,46.9164509332,3.1589926986,4.901369863,,3.83,4.08,4.18,,,,,,,Aaa,,,,2.5548498845,3.46
04/01/1964,1964q2,3716.382,680.8,1.1891498044,1.4453881687,19401,30.98,,129.2,1.8124507486,675.9407976311,-2.4535840188,46.9164509332,3.1727379553,4.901369863,,3.86,4.08,4.2,,,,,,,Aaa,,,,2.5630011455,3.49
07/01/1964,1964q3,3766.862,692.8,1.3583103136,1.7626321974,19593,31.05,,131.8,2.0123839009,689.5433214224,-0.9942263279,46.9164509332,3.1466512702,4.901369863,,3.77,4.05,4.19,,,,,,,Aaa,,,,2.5305895439,3.46
10/01/1964,1964q4,3780.219,698.4,0.3545922309,0.8083140878,19593,31.193,,132.5,0.531107739,693.2055393662,-0.8820160367,46.9164509332,3.1500572738,4.901369863,,3.93,4.07,4.17,,,,,,,Aaa,,,,2.5259421081,3.58
01/01/1965,1965q1,3873.452,719.2,2.4663385904,2.9782359679,20021,31.29,,135.5,2.2641509434,700.1643190062,-0.010567297,44.0597000417,3.1284760845,4.901369863,,4.01,4.13,4.2,,,,,,,Aaa,,,,2.4926686217,3.97
04/01/1965,1965q2,3926.406,732.4,1.3671009735,1.8353726363,20240,31.49,,137.7,1.6236162362,711.5323005694,-0.9388312398,44.0597000417,3.1403604588,4.901369863,,4.02,4.15,4.21,,,,,,,Aaa,,,,2.4705730177,4.08
07/01/1965,1965q3,4006.152,750.2,2.0310176788,2.4303659203,20582,31.583,,141.3,2.614379085,730.1344522183,-0.4349680171,44.0597000417,3.0925086644,4.901369863,,4.09,4.2,4.25,,,,,,,Aaa,,,,2.4332120908,4.07
10/01/1965,1965q4,4100.631,773.1,2.358347861,3.0525193282,20999,31.75,,146.1,3.3970276008,754.9373210835,-1.7009829281,44.0597000417,3.0526451947,4.901369863,,4.47,4.51,4.48,,,,,,,Aaa,,,,2.4777006938,4.17
01/01/1966,1966q1,4201.891,797.3,2.4693760546,3.1302548183,21464,32.047,,149.2,2.12183436,762.8747903628,-1.058203713,40.5304827062,3.0352439483,4.901369863,,4.93,4.92,4.77,,,,,,,Aaa,,,,2.4975633528,4.56
04/01/1966,1966q2,4219.097,807.2,0.4094823021,1.2416907061,21496,32.337,,151.6,1.6085790885,775.1462347118,0.5004955401,40.5304827062,3.0723488603,4.901369863,,4.93,4.9,4.78,,,,,,,Aaa,,,,2.5272487723,4.91
07/01/1966,1966q3,4249.152,820.8,0.7123562222,1.6848364718,21583,32.617,,155.3,2.4406332454,794.0647114165,-1.8050682261,40.5304827062,3.1067251462,4.901369863,,5.52,5.4,5.15,,,,,,,Aaa,,,,2.5413711584,5.41
10/01/1966,1966q4,4285.582,834.9,0.8573475366,1.7178362573,21701,32.883,,157.3,1.2878300064,804.2909150407,-1.235265932,40.5304827062,3.126122889,4.901369863,,5.44,5.21,5,,,,,,,Aaa,,,,2.5378921396,5.56
01/01/1967,1967q1,4324.926,846,0.918055004,1.329500539,21847,32.967,,160.2,1.8436109345,811.3158814324,-1.4539007092,39.1105263158,3.1087470449,4.901369863,,4.59,4.65,4.58,,,,,,,Aaa,,,,2.5271174706,4.82
04/01/1967,1967q2,4328.72,851.1,0.0877240443,0.6028368794,21812,33.167,,163.1,1.8102372035,826.002623356,-0.8796992481,39.1105263158,3.1136176712,4.901369863,,4.25,4.76,4.83,,,,,,,Aaa,,,,2.5588768116,3.99
07/01/1967,1967q3,4366.088,866.6,0.8632574988,1.8211726002,21939,33.5,,165.7,1.5941140405,839.1700471495,-3.0733733272,39.1105263158,3.1502423263,4.901369863,,5.13,5.31,5.25,,,,,,,Aaa,,,,2.5792997476,3.89
10/01/1967,1967q4,4401.233,883.2,0.804954,1.915531964,22053,33.867,,168.8,1.8708509354,854.8696678264,-1.7341485507,39.1105263158,3.2269021739,4.901369863,,5.56,5.7,5.64,,,,,,,Aaa,,,,2.6060023497,4.17
01/01/1968,1968q1,4490.609,911.1,2.0307036687,3.1589673913,22454,34.2,,174.9,3.6137440758,877.1357930581,-3.8366988586,38.1325726824,3.2158928767,4.901369863,,5.48,5.63,5.61,,,,,,,Aaa,,,,2.625223144,4.79
04/01/1968,1968q2,4566.442,936.3,1.688701911,2.7658873889,22781,34.533,,179,2.3441966838,897.6975812316,-3.2699700982,38.1325726824,3.2361422621,4.901369863,,5.95,5.87,5.75,,,,,,,Aaa,,,,2.6182867746,5.98
07/01/1968,1968q3,4599.332,952.3,0.7202544125,1.7088539998,22883,35,,184,2.7932960894,922.7729326627,0.8857622848,38.1325726824,3.2657775911,4.901369863,,5.51,5.52,5.46,,,,,,,Aaa,,,,2.5818766325,5.94
10/01/1968,1968q4,4619.803,970.1,0.4450863734,1.8691588785,22923,35.433,,187.2,1.7391304348,938.8211575785,-0.3068041237,38.1325726824,3.2677043604,4.901369863,,5.83,5.78,5.77,,,,,,,Aaa,,,,2.6399050821,5.92
01/01/1969,1969q1,4691.637,995.4,1.5549147875,2.6079785589,23231,35.867,,190.3,1.655982906,944.9561784641,-0.2587384492,35.8997564194,3.2047418123,4.901369863,,6.36,6.33,6.17,,,,,,,Aaa,,,,2.6937984496,6.57
04/01/1969,1969q2,4706.684,1011.4,0.3207196124,1.6073940125,23252,36.433,,194.4,2.1544929059,965.3151922934,1.3036773428,35.8997564194,3.272691319,4.901369863,,6.57,6.53,6.36,,,,,,,Aaa,,,,2.8538483713,8.33
07/01/1969,1969q3,4736.143,1032,0.6258971284,2.0367807,23332,36.933,,198.4,2.0576131687,985.1776448097,0.5387596899,35.8997564194,3.3430232558,4.901369863,,7.65,7.2,6.86,,,,,,,Aaa,,,,2.9900332226,8.98
10/01/1969,1969q4,4715.469,1040.7,-0.436515536,0.8430232558,23162,37.5,,202.2,1.9153225806,1004.0469747002,0.1252882398,35.8997564194,3.5168636495,4.901369863,,7.9,7.68,7.31,,,,,,,Aaa,,,,3.0744790207,8.94
01/01/1970,1970q1,4707.112,1053.5,-0.1772252134,1.2299413856,23064,38.1,,205.8,1.7804154303,1008.9026590321,-0.4460895976,35.6755506396,3.6734693878,4.901369863,,7.55,7.73,7.38,,,,,,,Aaa,,,,3.1511254019,8.57
04/01/1970,1970q2,4715.441,1070.1,0.1769450143,1.5757000475,23033,38.633,,208.6,1.3605442177,1022.6292258216,-0.651588785,35.6755506396,3.7753480983,4.901369863,,7.45,7.77,7.71,,,,,,,Aaa,,,,3.1699496106,7.88
07/01/1970,1970q3,4757.213,1088.5,0.885855639,1.7194654705,23159,39.033,,212.6,1.9175455417,1042.2386069496,-1.8537302462,35.6755506396,3.8677078548,4.901369863,,6.94,7.49,7.46,,,,,,,Aaa,,,,3.0497451222,6.7
10/01/1970,1970q4,4708.281,1091.5,-1.0285854344,0.2756086357,22841,39.6,,215.1,1.1759172154,1054.4944701545,-1.3961157933,35.6755506396,3.930371049,4.901369863,,5.64,6.5,6.85,,,,,,,Aaa,,,,3.0015525272,5.57
01/01/1971,1971q1,4834.349,1137.8,2.6775802039,4.2418689876,23381,39.933,,221.5,2.9753602975,1070.9433487891,-1.8597539543,36.1665780613,3.8231675163,4.901369863,,4.03,5.46,6,,,,,,,Aaa,,,,2.999237482,3.86
04/01/1971,1971q2,4861.938,1159.4,0.5706869736,1.8984004219,23447,40.3,,226,2.0316027088,1092.7006628728,-2.7371507416,36.1665780613,3.7864412627,4.901369863,,5,6.16,6.25,,,,,,,Aaa,,,,3.0160857909,4.56
07/01/1971,1971q3,4899.95,1180.3,0.7818281517,1.8026565465,23557,40.7,,229.8,1.6814159292,1111.0735058769,-2.0925110132,36.1665780613,3.8125900195,4.901369863,,5.75,6.51,6.49,,,,,,,Aaa,,,,2.9583400875,5.47
10/01/1971,1971q4,4914.261,1193.6,0.2920642047,1.1268321613,23554,41,,234.6,2.088772846,1134.2813075662,-1.8418230563,36.1665780613,3.8622654155,4.901369863,,4.72,5.79,5.89,,,,,,,Aaa,,,,2.928903236,4.75
01/01/1972,1972q1,5002.436,1233.8,1.7942677444,3.3679624665,23919,41.333,,241.1,2.7706734868,1152.0230882437,-2.2486223663,35.1447920026,3.8174744691,4.901369863,,4.41,5.72,6.03,,,,,,,Aaa,,,,2.9293553872,3.54
04/01/1972,1972q2,5118.278,1270.1,2.3157117852,2.9421300049,24415,41.6,,246.7,2.3226876815,1178.7809866019,-1.3965354331,35.1447920026,3.7949767735,4.901369863,,4.84,5.97,6.14,,,,,,,Aaa,,,,2.9204204204,4.3
07/01/1972,1972q3,5165.448,1293.8,0.9215990222,1.8659948036,24576,41.933,,251.1,1.7835427645,1199.8050495977,-0.3653786708,35.1447920026,3.8027515845,4.901369863,,5.15,6.08,6.29,,,,,,,Aaa,,,,2.9622655175,4.74
10/01/1972,1972q4,5251.226,1332,1.6606110448,2.9525428969,24918,42.367,,258.2,2.8275587415,1233.730242159,-1.524024024,35.1447920026,3.7912912913,4.901369863,,5.44,6.15,6.37,,,,,,,Aaa,,,,3.0050790068,5.14
01/01/1973,1973q1,5380.502,1380.7,2.4618251052,3.6561561562,25477,43.033,,265.4,2.7885360186,1255.6953401118,-1.5028968714,33.6550703717,3.8169044687,4.901369863,,6.32,6.58,6.6,,,,,,,Aaa,,,,3.0762806236,6.54
04/01/1973,1973q2,5441.504,1417.6,1.1337603815,2.6725573984,25708,43.933,,270.3,1.8462697815,1278.8788637235,-0.8177200903,33.6550703717,3.8515801354,4.901369863,,7.02,6.72,6.81,,,,,,,Aaa,,,,3.0694341153,7.82
07/01/1973,1973q3,5411.935,1436.8,-0.5433975607,1.3544018059,25505,44.8,,275.4,1.8867924528,1303.008653605,-0.3034521158,33.6550703717,3.9323496659,4.901369863,,8.52,7.36,7.22,,,,,,,Aaa,,,,3.0909212551,10.56
10/01/1973,1973q4,5462.397,1479.1,0.9324206592,2.9440423163,25680,45.933,,280.8,1.9607843137,1328.5578428914,0.3612763656,33.6550703717,3.9280643635,4.901369863,,7.41,6.83,6.76,,,,,,,Aaa,,,,3.0895580759,10
01/01/1974,1974q1,5417.024,1494.7,-0.8306426647,1.0546954229,25415,47.3,,287.3,2.3148148148,1346.6640417733,-0.4765854964,32.2380413058,3.9807319194,4.901369863,,7.38,7.04,7.06,,,,,,,Aaa,,,,3.1277983881,9.32
04/01/1974,1974q2,5431.265,1534.2,0.2628934264,2.6426707701,25427,48.567,,295.9,2.9933867038,1386.9749041445,-0.4874869656,32.2380413058,3.9890496676,4.901369863,,8.69,8.07,7.54,,,,,,,Aaa,,,,3.0879600749,11.25
07/01/1974,1974q3,5378.679,1563.4,-0.9682090636,1.9032720636,25117,49.933,,305.3,3.1767489017,1431.0356141782,-0.6584804298,32.2380413058,4.0552641678,4.901369863,,9.02,8.46,7.96,,,,,,,Aaa,,,,3.1057051124,12.09
10/01/1974,1974q4,5357.166,1603,-0.3999680963,2.532941026,24952,51.467,,310.6,1.7359973796,1455.8783549418,-1.2133233533,32.2380413058,4.0361821585,4.901369863,,7.68,7.66,7.67,,,,,,,Aaa,,,,3.1091523787,9.35
01/01/1975,1975q1,5292.444,1619.6,-1.2081387808,1.0355583281,24601,52.567,,318.9,2.6722472634,1480.0547652751,-2.8090886639,33.1412059687,4.0936033589,4.901369863,,6.34,7.28,7.54,,,,,,,Aaa,,,,3.0925428872,6.3
04/01/1975,1975q2,5333.22,1656.4,0.7704569004,2.2721659669,24731,53.2,,328.1,2.8849169019,1522.7531153552,-6.2525959913,33.1412059687,4.1113257667,4.901369863,,6.53,7.74,8.05,,,,,,,Aaa,,,,3.1202219831,5.42
07/01/1975,1975q3,5421.357,1713.8,1.6526038678,3.4653465347,25065,54.267,,337.8,2.9564157269,1567.7720279396,-4.7024504084,33.1412059687,4.0903255923,4.901369863,,7.52,8.2,8.29,,,,,,,Aaa,,,,3.1186626473,6.16
10/01/1975,1975q4,5494.446,1765.9,1.3481679956,3.0400280079,25338,55.267,,346.5,2.5754884547,1608.1498155153,-4.2708946772,33.1412059687,4.0942295713,4.901369863,,6.7,7.85,8.06,,,,,,,Aaa,,,,3.1288706985,5.41
01/01/1976,1976q1,5618.52,1824.5,2.2581712515,3.3184212017,25854,55.9,,355.6,2.6262626263,1634.4690963077,-3.430607323,34.4848950052,4.0613866813,4.901369863,,5.99,7.47,7.75,,,,,,,Aaa,,,,3.1420259191,4.83
04/01/1976,1976q2,5660.972,1856.9,0.7555726419,1.7758289942,25994,56.4,,361.6,1.6872890889,1662.0473150306,-2.7697113313,34.4848950052,4.0659163121,4.901369863,,6.28,7.48,7.77,,,,,,,Aaa,,,,3.1572430871,5.2
07/01/1976,1976q3,5689.756,1890.5,0.5084639175,1.8094673919,26059,57.3,,369.4,2.157079646,1697.8989993703,-3.1239949217,34.4848950052,4.0729965618,4.901369863,,6.02,7.31,7.73,,,,,,,Aaa,,,,3.1116687578,5.28
10/01/1976,1976q4,5732.462,1938.4,0.7505770019,2.5337212378,26186,58.133,,379.9,2.8424472117,1746.1608821353,-2.6795295089,34.4848950052,4.0806851011,4.901369863,,5.22,6.45,7.18,,,,,,,Aaa,,,,3.0967867197,4.87
01/01/1977,1977q1,5799.16,1992.5,1.1635140364,2.7909616178,26429,59.2,,390.5,2.7902079495,1776.93847834,-1.9616542863,34.7739490007,4.0401505646,4.901369863,,5.42,6.78,7.36,,,,,,,Aaa,,,,3.1002638522,4.66
04/01/1977,1977q2,5912.977,2060.2,1.9626463143,3.3977415307,26883,60.233,,399.3,2.2535211268,1816.9821623589,-1.9522422831,34.7739490007,4.0141733812,4.901369863,,5.7,6.83,7.37,,,,,,,Aaa,,,,3.2000737769,5.16
07/01/1977,1977q3,6017.586,2122.4,1.769142684,3.0191243569,27282,61.067,,408.8,2.3791635362,1860.2111394248,-2.6586882774,34.7739490007,4.0190350547,4.901369863,,6.29,6.98,7.36,,,,,,,Aaa,,,,3.3503871055,5.82
10/01/1977,1977q4,6018.218,2168.7,0.0105025504,2.1814926498,27207,61.967,,420.7,2.9109589041,1914.3611212232,-3.1634083364,34.7739490007,4.12228524,4.901369863,,6.96,7.38,7.6,,,,,,,Aaa,,,,3.308225627,6.51
01/01/1978,1978q1,6039.158,2208.7,0.3479435275,1.8444229262,27238,63.033,,429.8,2.1630615641,1935.2079065265,-2.9858746831,33.8256021604,4.2649522343,4.901369863,,7.31,7.82,8.01,,,,,,,Aaa,,,,3.372379007,6.76
04/01/1978,1978q2,6273.963,2336.6,3.8880420085,5.7907366324,28225,64.467,,445.9,3.7459283388,2007.699407911,-0.921602191,33.8256021604,4.1941282205,4.901369863,,7.8,8.18,8.33,,,,,,,Aaa,,,,3.3921521231,7.28
07/01/1978,1978q3,6335.317,2398.9,0.9779145972,2.6662672259,28418,65.967,,455.1,2.0632428796,2049.1231229879,-1.7250291813,33.8256021604,4.2602859644,4.901369863,,8.44,8.43,8.49,,,,,,,Aaa,,,,3.4602622847,8.1
10/01/1978,1978q4,6420.288,2482.2,1.3412272819,3.4724248614,28715,67.5,,467.2,2.6587563173,2103.6043134695,-1.6790203029,33.8256021604,4.2744339699,4.901369863,,9.8,8.84,8.82,,,,,,,Aaa,,,,3.4631534343,9.58
01/01/1979,1979q1,6433.044,2531.6,0.1986826759,1.9901700105,28699,69.2,,478.5,2.4186643836,2130.767209786,-1.4049612893,,4.3529783536,4.901369863,,10.3,9.18,9.11,,,,,,,Aaa,,,,3.4564110246,10.07
04/01/1979,1979q2,6440.832,2595.9,0.1210624395,2.5398957181,28659,71.4,,490.5,2.5078369906,2184.2033780564,-0.1197226502,,4.3568704496,4.901369863,,9.93,9.11,9.12,,,,,,,Aaa,,,,3.5192441499,10.18
07/01/1979,1979q3,6487.08,2670.4,0.71804388,2.8699102431,28778,73.7,,505.6,3.0784913354,2251.4438897968,-0.9719892151,,4.3476632714,4.901369863,,10.13,9.11,9.1,,,,,,,Aaa,,,,3.6581441087,10.95
10/01/1979,1979q4,6503.874,2730.7,0.2588838121,2.2580886759,28763,76.033,,520.4,2.9272151899,2317.3484973304,-1.4657975685,,4.4054638005,4.901369863,,12.28,10.65,10.44,,,,,,,Aaa,,,,3.8322797243,13.58
01/01/1980,1980q1,6524.912,2796.5,0.3234687511,2.4096385542,28775,79.033,,535.5,2.901614143,2356.6949059303,-2.0906880275,41.1788050551,4.5378151261,4.901369863,,13.9,12.23,11.96,,,,,,,Aaa,,,,3.7797202797,15.05
04/01/1980,1980q2,6392.578,2799.9,-2.0281346323,0.1215805471,28113,81.7,,540.3,0.8963585434,2377.8193420618,-2.4007142857,41.1788050551,4.7323118683,4.901369863,,10.28,10.33,10.48,,,,,,,Aaa,,,,3.7581426424,12.69
07/01/1980,1980q3,6382.892,2860,-0.1515194652,2.1465052323,27987,83.233,,556.3,2.9613177864,2448.2341291671,-2.6488111888,41.1788050551,4.6818181818,4.901369863,,10.11,10.64,10.94,,,,,,,Aaa,,,,4.023245418,9.84
10/01/1980,1980q4,6501.184,2993.5,1.853266513,4.6678321678,28428,85.567,,577.5,3.8108934028,2541.5337220816,-1.6273383218,41.1788050551,4.6500751629,4.901369863,,13.82,12.63,12.41,,,,,,,Aaa,,,,4.088655953,15.85
01/01/1981,1981q1,6635.726,3131.8,2.0694999557,4.6200100217,28957,87.933,,595.1,3.0476190476,2593.4125317041,-3.0432950192,40.3255759633,4.9077207995,4.901369863,,14.09,13.19,12.95,,,,,,,Aaa,,,,4.1610450141,16.57
04/01/1981,1981q2,6587.269,3167.3,-0.7302441361,1.1335334313,28681,89.767,,606.4,1.898840531,2642.6572999922,-1.5848699166,40.3255759633,4.9979477789,4.901369863,,15.1,14.18,13.74,,,,,,,Aaa,,,,4.3368356936,17.78
07/01/1981,1981q3,6662.858,3261.2,1.1475013393,2.9646702238,28931,92.267,,617.7,1.8634564644,2691.9020682803,-1.4015699742,40.3255759633,5.074819085,4.901369863,,16.31,15.42,14.84,,,,,,,Aaa,,,,4.4840857719,17.58
